Restrição de Atendimento;Escola;Código INEP;UF;Município;Localização;Localidade Diferenciada;Categoria Administrativa;Endereço;Telefone;Dependência Administrativa;Categoria Escola Privada;Conveniada Poder Público;Regulamentação pelo Conselho de Educação;Porte da Escola;Etapas e Modalidade de Ensino Oferecidas;Outras Ofertas Educacionais;Latitude;Longitude
ESCOLA PARALISADA;CEI LTDA PALHACINHO ALEGRIA;43361080;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA DOMINGOS JOSE DE ALMEIDA, 2045 AREAL. 96085-470 Pelotas - RS.";(53) 33038604;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI SO TOQUINHOS;43361099;RS;Pelotas;Urbana;Não Informado;Privada;"MANOEL CAETANO DA SILVA, 372 FRAGATA. 96025-372 Pelotas - RS.";(53) 32291920;Privada;Não Informado;Não;;;;;-31.7704;-52.35447
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI BEM-TE-VI;43361102;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA QUINZE DE NOVEMBRO, 914 CENTRO. 96015-000 Pelotas - RS.";(53) 32722727;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.77088;-52.34512
ESCOLA PARALISADA;CR PINGUINHO DE GENTE;43361110;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA CRISTOVAO JOSE DOS SANTOS, 271 TRES VENDAS. 96060-000 Pelotas - RS.";(53) 32733224;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;CRECHE SANTA CASA DE MISERICORDIA DE PELOTAS;43361129;RS;Pelotas;Urbana;Não Informado;Privada;"RUA GENERAL NETO, 1707 CENTRO. 96015-280 Pelotas - RS.";(53) 32844700;Privada;Não Informado;Não;;;;;-31.76488;-52.34742
ESCOLA PARALISADA;EEI MUNDO COLORIDO;43361137;RS;Pelotas;Urbana;Não Informado;Privada;"RUA GENERAL OSORIO, 458 CENTRO. 96020-000 Pelotas - RS.";(53) 30271875;Privada;Não Informado;Não;;;;;-31.77225;-52.34511
ESCOLA PARALISADA;EEI AMIGUINHOS E CIA;43361145;RS;Pelotas;Urbana;Não Informado;Privada;"RUA GONCALVES CHAVES, 258 CENTRO. 96015-560 Pelotas - RS.";(53) 30255562;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI OLHINHOS CURIOSOS;43361153;RS;Pelotas;Urbana;Não Informado;Privada;"AVENIDA DOMINGOS JOSE DE ALMEIDA, 487 AREAL. 96085-470 Pelotas - RS.";(53) 32283174;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;ASSOC BENEF CRISTA TABITA - MEU PEQUENO PARAISO;43362060;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA FERNANDO OSORIO, 5762 TRES VENDAS. 96070-850 Pelotas - RS.";(53) 32831833;Privada;Confessional;Não;Sim;Entre 51 e 200 matrículas de escolarização;Educação Infantil;;-31.70027;-52.33934
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI TAGARELAS;43362079;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA HERVAL DO SUL, 285 CASA. LARANJAL. 96090-320 Pelotas - RS.";(53) 32262108;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.7612;-52.23937
ESCOLA PARALISADA;EEI PITUXINHA;43362087;RS;Pelotas;Urbana;Não Informado;Privada;"RUA MARIO REIS, 783 LARANJAL. 96090-430 Pelotas - RS.";(53) 32262530;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;CENTRO INF BRICANDO DE APRENDER;43362095;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA FERNANDO OSORIO, 742 TRES VENDAS. 96070-861 Pelotas - RS.";(53) 32733666;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.74385;-52.3426
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI CASTELO BRANCO;43362109;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA SAO PAULO, 719 TRES VENDAS. 96065-550 Pelotas - RS.";(53) 32231005;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI URSINHOS CARINHOSOS;43362117;RS;Pelotas;Urbana;Não Informado;Privada;"RUA VICENTE DA FONTOURA, 14 TRES VENDAS. 96060-660 Pelotas - RS.";(53) 32233346;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI APRENDER BRINCANDO;43362125;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"RUA HELMUTH HARDT, 814 SITIO FLORESTA. TRES VENDAS. 96070-157 Pelotas - RS.";(53) 984668353;Privada;Particular;Não;Em Tramitação;Até 50 matrículas de escolarização;Educação Infantil;;;
ESCOLA PARALISADA;EEI CRIANCA FELIZ;43362133;RS;Pelotas;Urbana;Não Informado;Privada;"RUA DOUTOR MIGUEL BARCELOS, CENTRO. 96015-150 Pelotas - RS.";(53) 33053391;Privada;Não Informado;Não;;;;;;
ESCOLA PARALISADA;EEI DOCE MEL;43362141;RS;Pelotas;Urbana;Não Informado;Privada;"RUA BARAO DE SANTA TECLA, 714 CENTRO. 96010-140 Pelotas - RS.";(53) 32251572;Privada;Não Informado;Não;;;;;-31.76192;-52.34323
ESCOLA PARALISADA;EEI MEU BARQUINHO;43362150;RS;Pelotas;Urbana;Não Informado;Privada;"RUA LUIS DE MATTOS, CENTRO. 96077-490 Pelotas - RS.";(53) 32271071;Privada;Não Informado;Não;;;;;;
ESCOLA EM FUNCIONAMENTO E SEM RESTRIÇÃO DE ATENDIMENTO;EEI MUNDO CRIATIVO;43362168;RS;Pelotas;Urbana;A escola não está em área de localização diferenciada;Privada;"AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK DE OLIVEIRA, 3017 AREAL. 96080-084 Pelotas - RS.";(53) 30272668;Privada;Particular;Não;Sim;Até 50 matrículas de escolarização;Educação Infantil;;-31.75619;-52.33139
ESCOLA PARALISADA;EEI TURMINHA DA EMILIA;43367461;RS;Pelotas;Urbana;Não Informado;Privada;"RUA PROFESSOR MARIO PEIRUQUE, 1067 AREAL. 96080-710 Pelotas - RS.";(53) 32282939;Privada;Não Informado;Não;;;;;-31.74393;-52.32098
ESCOLA PARALISADA;EEI TURMA DA EMILIA;43380069;RS;Pelotas;Urbana;Não Informado;Privada;"RUA PROFESSOR MARIO PEIRUQUE, 1067 AREAL. 96080-710 Pelotas - RS.";(53) 91517855;Privada;Não Informado;Não;;;;;;
